month,year,temperature,dewpoint,windspeed,Soilwater_L1,Precipitation,field,temperature_b1,temperature_b2,temperature_b3,temperature_b4,temperature_b5,temperature_b6,temperature_b7,temperature_b8,temperature_b9,temperature_b10,temperature_b11,temperature_b12,dewpoint_b1,dewpoint_b2,dewpoint_b3,dewpoint_b4,dewpoint_b5,dewpoint_b6,dewpoint_b7,dewpoint_b8,dewpoint_b9,dewpoint_b10,dewpoint_b11,dewpoint_b12,windspeed_b1,windspeed_b2,windspeed_b3,windspeed_b4,windspeed_b5,windspeed_b6,windspeed_b7,windspeed_b8,windspeed_b9,windspeed_b10,windspeed_b11,windspeed_b12,Soilwater_L1_b1,Soilwater_L1_b2,Soilwater_L1_b3,Soilwater_L1_b4,Soilwater_L1_b5,Soilwater_L1_b6,Soilwater_L1_b7,Soilwater_L1_b8,Soilwater_L1_b9,Soilwater_L1_b10,Soilwater_L1_b11,Soilwater_L1_b12,Precipitation_b1,Precipitation_b2,Precipitation_b3,Precipitation_b4,Precipitation_b5,Precipitation_b6,Precipitation_b7,Precipitation_b8,Precipitation_b9,Precipitation_b10,Precipitation_b11,Precipitation_b12,Soilwater_L2,Soilwater_L3,Soilwater_L4,Id,age,type,production,date
4,2011,25.965,24.528,1.7745,0.36572,405.15,3,25.978,25.852,25.775,27.234,28.674,29.505,28.698,28.005,27.302,27.253,27.469,26.886,24.304,24.05,23.954,23.781,23.104,22.377,22.975,23.394,24.372,24.352,25.452,25.393,1.8727,1.9486,1.9864,2.0187,2.2016,2.3683,2.1995,1.9233,1.8109,1.7718,1.7407,1.8086,0.3579,0.35676,0.3433,0.3016,0.26646,0.22691,0.25806,0.29158,0.3407,0.33685,0.35453,0.36484,535.27,553.04,439.39,240.77,104.81,121.12,85.571,121.33,159.21,93.267,286.03,447.93,0.36572,0.36638,0.36694,4570.0,11.0,5.0,0.0461425206124852,2011-04-01
5,2011,26.616,24.9,1.7665,0.35877,328.63,3,25.965,25.978,25.852,25.775,27.234,28.674,29.505,28.698,28.005,27.302,27.253,27.469,24.528,24.304,24.05,23.954,23.781,23.104,22.377,22.975,23.394,24.372,24.352,25.452,1.7745,1.8727,1.9486,1.9864,2.0187,2.2016,2.3683,2.1995,1.9233,1.8109,1.7718,1.7407,0.36572,0.3579,0.35676,0.3433,0.3016,0.26646,0.22691,0.25806,0.29158,0.3407,0.33685,0.35453,405.15,535.27,553.04,439.39,240.77,104.81,121.12,85.571,121.33,159.21,93.267,286.03,0.35871,0.35917,0.36356,4571.0,11.0,5.0,0.1049175500588928,2011-05-01
6,2011,27.035,24.076,1.9929,0.32748,97.442,3,26.616,25.965,25.978,25.852,25.775,27.234,28.674,29.505,28.698,28.005,27.302,27.253,24.9,24.528,24.304,24.05,23.954,23.781,23.104,22.377,22.975,23.394,24.372,24.352,1.7665,1.7745,1.8727,1.9486,1.9864,2.0187,2.2016,2.3683,2.1995,1.9233,1.8109,1.7718,0.35877,0.36572,0.3579,0.35676,0.3433,0.3016,0.26646,0.22691,0.25806,0.29158,0.3407,0.33685,328.63,405.15,535.27,553.04,439.39,240.77,104.81,121.12,85.571,121.33,159.21,93.267,0.32718,0.32818,0.34274,4572.0,11.0,5.0,0.1203474676089517,2011-06-01
7,2011,26.867,23.523,1.8927,0.32176,152.56,3,27.035,26.616,25.965,25.978,25.852,25.775,27.234,28.674,29.505,28.698,28.005,27.302,24.076,24.9,24.528,24.304,24.05,23.954,23.781,23.104,22.377,22.975,23.394,24.372,1.9929,1.7665,1.7745,1.8727,1.9486,1.9864,2.0187,2.2016,2.3683,2.1995,1.9233,1.8109,0.32748,0.35877,0.36572,0.3579,0.35676,0.3433,0.3016,0.26646,0.22691,0.25806,0.29158,0.3407,97.442,328.63,405.15,535.27,553.04,439.39,240.77,104.81,121.12,85.571,121.33,159.21,0.32159,0.32301,0.32665,4573.0,11.0,5.0,0.0866902237926973,2011-07-01
8,2011,27.929,23.286,2.0728,0.28785,189.17,3,26.867,27.035,26.616,25.965,25.978,25.852,25.775,27.234,28.674,29.505,28.698,28.005,23.523,24.076,24.9,24.528,24.304,24.05,23.954,23.781,23.104,22.377,22.975,23.394,1.8927,1.9929,1.7665,1.7745,1.8727,1.9486,1.9864,2.0187,2.2016,2.3683,2.1995,1.9233,0.32176,0.32748,0.35877,0.36572,0.3579,0.35676,0.3433,0.3016,0.26646,0.22691,0.25806,0.29158,152.56,97.442,328.63,405.15,535.27,553.04,439.39,240.77,104.81,121.12,85.571,121.33,0.28758,0.29375,0.31116,4574.0,11.0,5.0,0.2378091872791519,2011-08-01
9,2011,29.255,22.501,2.2889,0.24997,99.563,3,27.929,26.867,27.035,26.616,25.965,25.978,25.852,25.775,27.234,28.674,29.505,28.698,23.286,23.523,24.076,24.9,24.528,24.304,24.05,23.954,23.781,23.104,22.377,22.975,2.0728,1.8927,1.9929,1.7665,1.7745,1.8727,1.9486,1.9864,2.0187,2.2016,2.3683,2.1995,0.28785,0.32176,0.32748,0.35877,0.36572,0.3579,0.35676,0.3433,0.3016,0.26646,0.22691,0.25806,189.17,152.56,97.442,328.63,405.15,535.27,553.04,439.39,240.77,104.81,121.12,85.571,0.25185,0.26691,0.29081,4575.0,11.0,5.0,0.1079799764428739,2011-09-01
10,2011,29.64,21.883,2.3207,0.22267,228.39,3,29.255,27.929,26.867,27.035,26.616,25.965,25.978,25.852,25.775,27.234,28.674,29.505,22.501,23.286,23.523,24.076,24.9,24.528,24.304,24.05,23.954,23.781,23.104,22.377,2.2889,2.0728,1.8927,1.9929,1.7665,1.7745,1.8727,1.9486,1.9864,2.0187,2.2016,2.3683,0.24997,0.28785,0.32176,0.32748,0.35877,0.36572,0.3579,0.35676,0.3433,0.3016,0.26646,0.22691,99.563,189.17,152.56,97.442,328.63,405.15,535.27,553.04,439.39,240.77,104.81,121.12,0.22381,0.24007,0.27185,4576.0,11.0,5.0,0.4689634864546526,2011-10-01
11,2011,29.149,22.168,2.3215,0.24334,166.04,3,29.64,29.255,27.929,26.867,27.035,26.616,25.965,25.978,25.852,25.775,27.234,28.674,21.883,22.501,23.286,23.523,24.076,24.9,24.528,24.304,24.05,23.954,23.781,23.104,2.3207,2.2889,2.0728,1.8927,1.9929,1.7665,1.7745,1.8727,1.9486,1.9864,2.0187,2.2016,0.22267,0.24997,0.28785,0.32176,0.32748,0.35877,0.36572,0.3579,0.35676,0.3433,0.3016,0.26646,228.39,99.563,189.17,152.56,97.442,328.63,405.15,535.27,553.04,439.39,240.77,104.81,0.2408,0.24342,0.25981,4577.0,11.0,5.0,0.2204946996466431,2011-11-01
12,2011,29.923,21.477,2.65,0.21709,141.4,3,29.149,29.64,29.255,27.929,26.867,27.035,26.616,25.965,25.978,25.852,25.775,27.234,22.168,21.883,22.501,23.286,23.523,24.076,24.9,24.528,24.304,24.05,23.954,23.781,2.3215,2.3207,2.2889,2.0728,1.8927,1.9929,1.7665,1.7745,1.8727,1.9486,1.9864,2.0187,0.24334,0.22267,0.24997,0.28785,0.32176,0.32748,0.35877,0.36572,0.3579,0.35676,0.3433,0.3016,166.04,228.39,99.563,189.17,152.56,97.442,328.63,405.15,535.27,553.04,439.39,240.77,0.21787,0.233,0.25054,4578.0,11.0,5.0,0.110188457008245,2011-12-01
1,2006,26.595,24.74,1.9897,0.34587,329.42,4,26.85,28.476,28.3,28.79,27.941,27.091,26.848,26.397,26.643,26.355,26.578,27.286,24.272,23.576,23.321,22.541,23.314,23.823,24.529,24.952,24.8,24.69,24.765,24.269,1.6893,2.3375,2.4174,2.4467,2.0252,1.6948,1.8646,1.7458,1.8473,1.8963,2.0914,2.0396,0.31668,0.26755,0.26832,0.2437,0.28272,0.32078,0.34158,0.35231,0.3463,0.34691,0.33256,0.30134,307.85,60.098,122.69,47.915,96.964,78.972,106.87,322.65,410.87,379.05,411.42,202.51,0.34462,0.33994,0.32083,4601.0,6.0,5.0,0.0419288444575125,2006-01-01
2,2006,26.204,24.626,2.1281,0.35104,305.74,4,26.595,26.85,28.476,28.3,28.79,27.941,27.091,26.848,26.397,26.643,26.355,26.578,24.74,24.272,23.576,23.321,22.541,23.314,23.823,24.529,24.952,24.8,24.69,24.765,1.9897,1.6893,2.3375,2.4174,2.4467,2.0252,1.6948,1.8646,1.7458,1.8473,1.8963,2.0914,0.34587,0.31668,0.26755,0.26832,0.2437,0.28272,0.32078,0.34158,0.35231,0.3463,0.34691,0.33256,329.42,307.85,60.098,122.69,47.915,96.964,78.972,106.87,322.65,410.87,379.05,411.42,0.35031,0.34861,0.34523,4602.0,6.0,5.0,0.0389297265510144,2006-02-01
3,2006,26.019,24.734,2.176,0.361,447.0,4,26.204,26.595,26.85,28.476,28.3,28.79,27.941,27.091,26.848,26.397,26.643,26.355,24.626,24.74,24.272,23.576,23.321,22.541,23.314,23.823,24.529,24.952,24.8,24.69,2.1281,1.9897,1.6893,2.3375,2.4174,2.4467,2.0252,1.6948,1.8646,1.7458,1.8473,1.8963,0.35104,0.34587,0.31668,0.26755,0.26832,0.2437,0.28272,0.32078,0.34158,0.35231,0.3463,0.34691,305.74,329.42,307.85,60.098,122.69,47.915,96.964,78.972,106.87,322.65,410.87,379.05,0.36088,0.36103,0.35914,4603.0,6.0,5.0,0.073625404292855,2006-03-01
4,2006,25.978,24.882,1.5105,0.36575,497.64,4,26.019,26.204,26.595,26.85,28.476,28.3,28.79,27.941,27.091,26.848,26.397,26.643,24.734,24.626,24.74,24.272,23.576,23.321,22.541,23.314,23.823,24.529,24.952,24.8,2.176,2.1281,1.9897,1.6893,2.3375,2.4174,2.4467,2.0252,1.6948,1.8646,1.7458,1.8473,0.361,0.35104,0.34587,0.31668,0.26755,0.26832,0.2437,0.28272,0.32078,0.34158,0.35231,0.3463,447.0,305.74,329.42,307.85,60.098,122.69,47.915,96.964,78.972,106.87,322.65,410.87,0.36582,0.36628,0.36728,4604.0,6.0,5.0,0.0686856806821523,2006-04-01
5,2006,26.171,24.843,1.6832,0.36109,334.91,4,25.978,26.019,26.204,26.595,26.85,28.476,28.3,28.79,27.941,27.091,26.848,26.397,24.882,24.734,24.626,24.74,24.272,23.576,23.321,22.541,23.314,23.823,24.529,24.952,1.5105,2.176,2.1281,1.9897,1.6893,2.3375,2.4174,2.4467,2.0252,1.6948,1.8646,1.7458,0.36575,0.361,0.35104,0.34587,0.31668,0.26755,0.26832,0.2437,0.28272,0.32078,0.34158,0.35231,497.64,447.0,305.74,329.42,307.85,60.098,122.69,47.915,96.964,78.972,106.87,322.65,0.36121,0.36155,0.36493,4605.0,6.0,5.0,0.0531020288150543,2006-05-01
6,2006,26.598,24.204,1.6346,0.34246,96.684,4,26.171,25.978,26.019,26.204,26.595,26.85,28.476,28.3,28.79,27.941,27.091,26.848,24.843,24.882,24.734,24.626,24.74,24.272,23.576,23.321,22.541,23.314,23.823,24.529,1.6832,1.5105,2.176,2.1281,1.9897,1.6893,2.3375,2.4174,2.4467,2.0252,1.6948,1.8646,0.36109,0.36575,0.361,0.35104,0.34587,0.31668,0.26755,0.26832,0.2437,0.28272,0.32078,0.34158,334.91,497.64,447.0,305.74,329.42,307.85,60.098,122.69,47.915,96.964,78.972,106.87,0.34285,0.34494,0.35502,4606.0,6.0,5.0,0.0415172008232872,2006-06-01
7,2006,27.156,24.049,1.8849,0.3193,118.13,4,26.598,26.171,25.978,26.019,26.204,26.595,26.85,28.476,28.3,28.79,27.941,27.091,24.204,24.843,24.882,24.734,24.626,24.74,24.272,23.576,23.321,22.541,23.314,23.823,1.6346,1.6832,1.5105,2.176,2.1281,1.9897,1.6893,2.3375,2.4174,2.4467,2.0252,1.6948,0.34246,0.36109,0.36575,0.361,0.35104,0.34587,0.31668,0.26755,0.26832,0.2437,0.28272,0.32078,96.684,334.91,497.64,447.0,305.74,329.42,307.85,60.098,122.69,47.915,96.964,78.972,0.31881,0.31909,0.33055,4607.0,6.0,5.0,0.0980593942957953,2006-07-01
8,2006,27.636,23.897,2.0829,0.30444,121.77,4,27.156,26.598,26.171,25.978,26.019,26.204,26.595,26.85,28.476,28.3,28.79,27.941,24.049,24.204,24.843,24.882,24.734,24.626,24.74,24.272,23.576,23.321,22.541,23.314,1.8849,1.6346,1.6832,1.5105,2.176,2.1281,1.9897,1.6893,2.3375,2.4174,2.4467,2.0252,0.3193,0.34246,0.36109,0.36575,0.361,0.35104,0.34587,0.31668,0.26755,0.26832,0.2437,0.28272,118.13,96.684,334.91,497.64,447.0,305.74,329.42,307.85,60.098,122.69,47.915,96.964,0.30413,0.30636,0.31578,4608.0,6.0,5.0,0.2004116436342252,2006-08-01
9,2006,28.251,23.334,2.2166,0.27897,130.69,4,27.636,27.156,26.598,26.171,25.978,26.019,26.204,26.595,26.85,28.476,28.3,28.79,23.897,24.049,24.204,24.843,24.882,24.734,24.626,24.74,24.272,23.576,23.321,22.541,2.0829,1.8849,1.6346,1.6832,1.5105,2.176,2.1281,1.9897,1.6893,2.3375,2.4174,2.4467,0.30444,0.3193,0.34246,0.36109,0.36575,0.361,0.35104,0.34587,0.31668,0.26755,0.26832,0.2437,121.77,118.13,96.684,334.91,497.64,447.0,305.74,329.42,307.85,60.098,122.69,47.915,0.27759,0.28342,0.30029,4609.0,6.0,5.0,0.2620699794178183,2006-09-01
10,2006,29.143,22.787,2.4335,0.2477,132.21,4,28.251,27.636,27.156,26.598,26.171,25.978,26.019,26.204,26.595,26.85,28.476,28.3,23.334,23.897,24.049,24.204,24.843,24.882,24.734,24.626,24.74,24.272,23.576,23.321,2.2166,2.0829,1.8849,1.6346,1.6832,1.5105,2.176,2.1281,1.9897,1.6893,2.3375,2.4174,0.27897,0.30444,0.3193,0.34246,0.36109,0.36575,0.361,0.35104,0.34587,0.31668,0.26755,0.26832,130.69,121.77,118.13,96.684,334.91,497.64,447.0,305.74,329.42,307.85,60.098,122.69,0.25083,0.26454,0.2834,4610.0,6.0,5.0,0.3418700382240518,2006-10-01
11,2006,28.427,23.159,2.1827,0.26171,126.57,4,29.143,28.251,27.636,27.156,26.598,26.171,25.978,26.019,26.204,26.595,26.85,28.476,22.787,23.334,23.897,24.049,24.204,24.843,24.882,24.734,24.626,24.74,24.272,23.576,2.4335,2.2166,2.0829,1.8849,1.6346,1.6832,1.5105,2.176,2.1281,1.9897,1.6893,2.3375,0.2477,0.27897,0.30444,0.3193,0.34246,0.36109,0.36575,0.361,0.35104,0.34587,0.31668,0.26755,132.21,130.69,121.77,118.13,96.684,334.91,497.64,447.0,305.74,329.42,307.85,60.098,0.25841,0.26039,0.27174,4611.0,6.0,5.0,0.2350191120258747,2006-11-01
12,2006,28.852,22.782,2.41,0.24324,218.65,4,28.427,29.143,28.251,27.636,27.156,26.598,26.171,25.978,26.019,26.204,26.595,26.85,23.159,22.787,23.334,23.897,24.049,24.204,24.843,24.882,24.734,24.626,24.74,24.272,2.1827,2.4335,2.2166,2.0829,1.8849,1.6346,1.6832,1.5105,2.176,2.1281,1.9897,1.6893,0.26171,0.2477,0.27897,0.30444,0.3193,0.34246,0.36109,0.36575,0.361,0.35104,0.34587,0.31668,126.57,132.21,130.69,121.77,118.13,96.684,334.91,497.64,447.0,305.74,329.42,307.85,0.24136,0.25085,0.26405,4612.0,6.0,5.0,0.1170832108203469,2006-12-01
1,2007,29.083,23.677,2.4876,0.25329,158.64,4,28.852,28.427,29.143,28.251,27.636,27.156,26.598,26.171,25.978,26.019,26.204,26.595,22.782,23.159,22.787,23.334,23.897,24.049,24.204,24.843,24.882,24.734,24.626,24.74,2.41,2.1827,2.4335,2.2166,2.0829,1.8849,1.6346,1.6832,1.5105,2.176,2.1281,1.9897,0.24324,0.26171,0.2477,0.27897,0.30444,0.3193,0.34246,0.36109,0.36575,0.361,0.35104,0.34587,218.65,126.57,132.21,130.69,121.77,118.13,96.684,334.91,497.64,447.0,305.74,329.42,0.246,0.24159,0.25605,4613.0,7.0,5.0,0.1586298147603646,2007-01-01
2,2007,26.198,24.294,2.2544,0.32402,510.29,4,29.083,28.852,28.427,29.143,28.251,27.636,27.156,26.598,26.171,25.978,26.019,26.204,23.677,22.782,23.159,22.787,23.334,23.897,24.049,24.204,24.843,24.882,24.734,24.626,2.4876,2.41,2.1827,2.4335,2.2166,2.0829,1.8849,1.6346,1.6832,1.5105,2.176,2.1281,0.25329,0.24324,0.26171,0.2477,0.27897,0.30444,0.3193,0.34246,0.36109,0.36575,0.361,0.35104,158.64,218.65,126.57,132.21,130.69,121.77,118.13,96.684,334.91,497.64,447.0,305.74,0.31796,0.29861,0.26777,4614.0,7.0,5.0,0.0399294325198471,2007-02-01
3,2007,26.147,24.591,1.9766,0.35022,532.37,4,26.198,29.083,28.852,28.427,29.143,28.251,27.636,27.156,26.598,26.171,25.978,26.019,24.294,23.677,22.782,23.159,22.787,23.334,23.897,24.049,24.204,24.843,24.882,24.734,2.2544,2.4876,2.41,2.1827,2.4335,2.2166,2.0829,1.8849,1.6346,1.6832,1.5105,2.176,0.32402,0.25329,0.24324,0.26171,0.2477,0.27897,0.30444,0.3193,0.34246,0.36109,0.36575,0.361,510.29,158.64,218.65,126.57,132.21,130.69,121.77,118.13,96.684,334.91,497.64,447.0,0.34882,0.34308,0.3208,4615.0,7.0,5.0,0.0744486915613055,2007-03-01
4,2007,26.553,25.051,1.8929,0.36094,442.6,4,26.147,26.198,29.083,28.852,28.427,29.143,28.251,27.636,27.156,26.598,26.171,25.978,24.591,24.294,23.677,22.782,23.159,22.787,23.334,23.897,24.049,24.204,24.843,24.882,1.9766,2.2544,2.4876,2.41,2.1827,2.4335,2.2166,2.0829,1.8849,1.6346,1.6832,1.5105,0.35022,0.32402,0.25329,0.24324,0.26171,0.2477,0.27897,0.30444,0.3193,0.34246,0.36109,0.36575,532.37,510.29,158.64,218.65,126.57,132.21,130.69,121.77,118.13,96.684,334.91,497.64,0.36079,0.36034,0.35755,4616.0,7.0,5.0,0.0266392237577183,2007-04-01
5,2007,27.013,25.173,1.862,0.35704,333.07,4,26.553,26.147,26.198,29.083,28.852,28.427,29.143,28.251,27.636,27.156,26.598,26.171,25.051,24.591,24.294,23.677,22.782,23.159,22.787,23.334,23.897,24.049,24.204,24.843,1.8929,1.9766,2.2544,2.4876,2.41,2.1827,2.4335,2.2166,2.0829,1.8849,1.6346,1.6832,0.36094,0.35022,0.32402,0.25329,0.24324,0.26171,0.2477,0.27897,0.30444,0.3193,0.34246,0.36109,442.6,532.37,510.29,158.64,218.65,126.57,132.21,130.69,121.77,118.13,96.684,334.91,0.35714,0.3576,0.35986,4617.0,7.0,5.0,0.011496618641576,2007-05-01
6,2007,26.987,24.063,1.899,0.33866,96.254,4,27.013,26.553,26.147,26.198,29.083,28.852,28.427,29.143,28.251,27.636,27.156,26.598,25.173,25.051,24.591,24.294,23.677,22.782,23.159,22.787,23.334,23.897,24.049,24.204,1.862,1.8929,1.9766,2.2544,2.4876,2.41,2.1827,2.4335,2.2166,2.0829,1.8849,1.6346,0.35704,0.36094,0.35022,0.32402,0.25329,0.24324,0.26171,0.2477,0.27897,0.30444,0.3193,0.34246,333.07,442.6,532.37,510.29,158.64,218.65,126.57,132.21,130.69,121.77,118.13,96.684,0.33936,0.34263,0.35146,4618.0,7.0,5.0,0.0178182887386062,2007-06-01
7,2007,27.018,24.284,1.7553,0.32876,97.973,4,26.987,27.013,26.553,26.147,26.198,29.083,28.852,28.427,29.143,28.251,27.636,27.156,24.063,25.173,25.051,24.591,24.294,23.677,22.782,23.159,22.787,23.334,23.897,24.049,1.899,1.862,1.8929,1.9766,2.2544,2.4876,2.41,2.1827,2.4335,2.2166,2.0829,1.8849,0.33866,0.35704,0.36094,0.35022,0.32402,0.25329,0.24324,0.26171,0.2477,0.27897,0.30444,0.3193,96.254,333.07,442.6,532.37,510.29,158.64,218.65,126.57,132.21,130.69,121.77,118.13,0.32773,0.32594,0.33189,4619.0,7.0,5.0,0.0375477800646868,2007-07-01
8,2007,27.659,23.804,2.0088,0.31036,57.015,4,27.018,26.987,27.013,26.553,26.147,26.198,29.083,28.852,28.427,29.143,28.251,27.636,24.284,24.063,25.173,25.051,24.591,24.294,23.677,22.782,23.159,22.787,23.334,23.897,1.7553,1.899,1.862,1.8929,1.9766,2.2544,2.4876,2.41,2.1827,2.4335,2.2166,2.0829,0.32876,0.33866,0.35704,0.36094,0.35022,0.32402,0.25329,0.24324,0.26171,0.2477,0.27897,0.30444,97.973,96.254,333.07,442.6,532.37,510.29,158.64,218.65,126.57,132.21,130.69,121.77,0.30999,0.31248,0.32094,4620.0,7.0,5.0,0.1632461040870332,2007-08-01
9,2007,28.445,23.273,2.2834,0.273,79.042,4,27.659,27.018,26.987,27.013,26.553,26.147,26.198,29.083,28.852,28.427,29.143,28.251,23.804,24.284,24.063,25.173,25.051,24.591,24.294,23.677,22.782,23.159,22.787,23.334,2.0088,1.7553,1.899,1.862,1.8929,1.9766,2.2544,2.4876,2.41,2.1827,2.4335,2.2166,0.31036,0.32876,0.33866,0.35704,0.36094,0.35022,0.32402,0.25329,0.24324,0.26171,0.2477,0.27897,57.015,97.973,96.254,333.07,442.6,532.37,510.29,158.64,218.65,126.57,132.21,130.69,0.27291,0.28239,0.3037,4621.0,7.0,5.0,0.0617465451337841,2007-09-01
10,2007,28.267,23.133,2.4597,0.26473,188.56,4,28.445,27.659,27.018,26.987,27.013,26.553,26.147,26.198,29.083,28.852,28.427,29.143,23.273,23.804,24.284,24.063,25.173,25.051,24.591,24.294,23.677,22.782,23.159,22.787,2.2834,2.0088,1.7553,1.899,1.862,1.8929,1.9766,2.2544,2.4876,2.41,2.1827,2.4335,0.273,0.31036,0.32876,0.33866,0.35704,0.36094,0.35022,0.32402,0.25329,0.24324,0.26171,0.2477,79.042,57.015,97.973,96.254,333.07,442.6,532.37,510.29,158.64,218.65,126.57,132.21,0.26094,0.26346,0.28505,4622.0,7.0,5.0,0.6941193766539255,2007-10-01
11,2007,29.365,22.592,2.5323,0.23333,83.394,4,28.267,28.445,27.659,27.018,26.987,27.013,26.553,26.147,26.198,29.083,28.852,28.427,23.133,23.273,23.804,24.284,24.063,25.173,25.051,24.591,24.294,23.677,22.782,23.159,2.4597,2.2834,2.0088,1.7553,1.899,1.862,1.8929,1.9766,2.2544,2.4876,2.41,2.1827,0.26473,0.273,0.31036,0.32876,0.33866,0.35704,0.36094,0.35022,0.32402,0.25329,0.24324,0.26171,188.56,79.042,57.015,97.973,96.254,333.07,442.6,532.37,510.29,158.64,218.65,126.57,0.23101,0.2469,0.2717,4623.0,7.0,5.0,0.1812114084092914,2007-11-01
12,2007,27.158,23.777,1.9742,0.29272,309.76,4,29.365,28.267,28.445,27.659,27.018,26.987,27.013,26.553,26.147,26.198,29.083,28.852,22.592,23.133,23.273,23.804,24.284,24.063,25.173,25.051,24.591,24.294,23.677,22.782,2.5323,2.4597,2.2834,2.0088,1.7553,1.899,1.862,1.8929,1.9766,2.2544,2.4876,2.41,0.23333,0.26473,0.273,0.31036,0.32876,0.33866,0.35704,0.36094,0.35022,0.32402,0.25329,0.24324,83.394,188.56,79.042,57.015,97.973,96.254,333.07,442.6,532.37,510.29,158.64,218.65,0.28483,0.26404,0.26358,4624.0,7.0,5.0,0.1179653043222581,2007-12-01
1,2008,26.094,24.035,2.026,0.33843,414.77,4,27.158,29.365,28.267,28.445,27.659,27.018,26.987,27.013,26.553,26.147,26.198,29.083,23.777,22.592,23.133,23.273,23.804,24.284,24.063,25.173,25.051,24.591,24.294,23.677,1.9742,2.5323,2.4597,2.2834,2.0088,1.7553,1.899,1.862,1.8929,1.9766,2.2544,2.4876,0.29272,0.23333,0.26473,0.273,0.31036,0.32876,0.33866,0.35704,0.36094,0.35022,0.32402,0.25329,309.76,83.394,188.56,79.042,57.015,97.973,96.254,333.07,442.6,532.37,510.29,158.64,0.33527,0.32352,0.28765,4625.0,8.0,5.0,0.0784181123199059,2008-01-01
2,2008,25.983,24.393,2.0207,0.35868,394.85,4,26.094,27.158,29.365,28.267,28.445,27.659,27.018,26.987,27.013,26.553,26.147,26.198,24.035,23.777,22.592,23.133,23.273,23.804,24.284,24.063,25.173,25.051,24.591,24.294,2.026,1.9742,2.5323,2.4597,2.2834,2.0088,1.7553,1.899,1.862,1.8929,1.9766,2.2544,0.33843,0.29272,0.23333,0.26473,0.273,0.31036,0.32876,0.33866,0.35704,0.36094,0.35022,0.32402,414.77,309.76,83.394,188.56,79.042,57.015,97.973,96.254,333.07,442.6,532.37,510.29,0.35838,0.35727,0.35095,4626.0,8.0,5.0,0.1132019994119376,2008-02-01
3,2008,25.654,24.153,1.6453,0.36349,512.9,4,25.983,26.094,27.158,29.365,28.267,28.445,27.659,27.018,26.987,27.013,26.553,26.147,24.393,24.035,23.777,22.592,23.133,23.273,23.804,24.284,24.063,25.173,25.051,24.591,2.0207,2.026,1.9742,2.5323,2.4597,2.2834,2.0088,1.7553,1.899,1.862,1.8929,1.9766,0.35868,0.33843,0.29272,0.23333,0.26473,0.273,0.31036,0.32876,0.33866,0.35704,0.36094,0.35022,394.85,414.77,309.76,83.394,188.56,79.042,57.015,97.973,96.254,333.07,442.6,532.37,0.36359,0.36392,0.364,4627.0,8.0,5.0,0.1091737724198765,2008-03-01
4,2008,25.948,24.565,1.6736,0.36447,465.75,4,25.654,25.983,26.094,27.158,29.365,28.267,28.445,27.659,27.018,26.987,27.013,26.553,24.153,24.393,24.035,23.777,22.592,23.133,23.273,23.804,24.284,24.063,25.173,25.051,1.6453,2.0207,2.026,1.9742,2.5323,2.4597,2.2834,2.0088,1.7553,1.899,1.862,1.8929,0.36349,0.35868,0.33843,0.29272,0.23333,0.26473,0.273,0.31036,0.32876,0.33866,0.35704,0.36094,512.9,394.85,414.77,309.76,83.394,188.56,79.042,57.015,97.973,96.254,333.07,442.6,0.36457,0.36439,0.36731,4628.0,8.0,5.0,0.0915319023816524,2008-04-01
5,2008,26.187,24.637,1.7208,0.36043,302.0,4,25.948,25.654,25.983,26.094,27.158,29.365,28.267,28.445,27.659,27.018,26.987,27.013,24.565,24.153,24.393,24.035,23.777,22.592,23.133,23.273,23.804,24.284,24.063,25.173,1.6736,1.6453,2.0207,2.026,1.9742,2.5323,2.4597,2.2834,2.0088,1.7553,1.899,1.862,0.36447,0.36349,0.35868,0.33843,0.29272,0.23333,0.26473,0.273,0.31036,0.32876,0.33866,0.35704,465.75,512.9,394.85,414.77,309.76,83.394,188.56,79.042,57.015,97.973,96.254,333.07,0.36029,0.36049,0.36802,4629.0,8.0,5.0,0.0419876506909732,2008-05-01
6,2008,26.362,24.078,1.6947,0.3494,181.6,4,26.187,25.948,25.654,25.983,26.094,27.158,29.365,28.267,28.445,27.659,27.018,26.987,24.637,24.565,24.153,24.393,24.035,23.777,22.592,23.133,23.273,23.804,24.284,24.063,1.7208,1.6736,1.6453,2.0207,2.026,1.9742,2.5323,2.4597,2.2834,2.0088,1.7553,1.899,0.36043,0.36447,0.36349,0.35868,0.33843,0.29272,0.23333,0.26473,0.273,0.31036,0.32876,0.33866,302.0,465.75,512.9,394.85,414.77,309.76,83.394,188.56,79.042,57.015,97.973,96.254,0.34981,0.35212,0.3581,4630.0,8.0,5.0,0.069450161717142,2008-06-01
